"slug","country","country_code","city","city_normalized","mission_name","mission_name_normalized","mission_type","parent_mission_slug","address","phones","emails","faxes","emergency_phones","website_url","appointment_url","jurisdiction","working_hours","office_hours_structured","consular_call_center","parser_confidence","data_completeness_score","status","verification_status","source_hash","source_url","scraped_at","last_verified_at","contact_fields","raw_snapshot"
"cezayir-buyukelciligi-https-cezayir-be-mfa-gov-tr","Cezayir","DZ","Cezayir","cezayir","Cezayir Büyükelçiliği","cezayir buyukelciligi","embassy",,,"[]","[]","[]","[]","https://cezayir-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","d7e5ce186990d5fb1994b8cbca1ec37391452ea0","https://cezayir-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.004Z","2026-06-02T08:31:22.004Z","{""directory_mission_id"":1100009,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150015,""directory_web_key"":""cezayir-be."",""normalized_city"":""cezayir"",""normalized_mission_name"":""cezayir buyukelciligi"",""country_code_inferred"":""DZ"",""has_structured_working_hours"":false}","{""misyonId"":1100009,""misyonAdi"":""Cezayir Büyükelçiliği"",""misyonAdiKisa"":""Cezayir BE"",""url"":""http://cezayir-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150015,""ulkeKod"":""DZA"",""ulkeAd"":""Cezayir"",""webKey"":""cezayir-be.""}"
"chicago-baskonsoloslugu-https-sikago-bk-mfa-gov-tr","Amerika Birleşik Devletleri","US","Chicago","chicago","Chicago Başkonsolosluğu","chicago baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://sikago-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","15d912451620855db1782aa14755dc8bdbae1a28","https://sikago-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.018Z","2026-06-02T08:31:22.018Z","{""directory_mission_id"":1100110,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150151,""directory_web_key"":""sikago-bk."",""normalized_city"":""chicago"",""normalized_mission_name"":""chicago baskonsoloslugu"",""country_code_inferred"":""US"",""has_structured_working_hours"":false}","{""misyonId"":1100110,""misyonAdi"":""Chicago Başkonsolosluğu"",""misyonAdiKisa"":""Chicago BK"",""url"":""http://sikago-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150151,""ulkeKod"":""USA"",""ulkeAd"":""Amerika Birleşik Devletleri"",""webKey"":""sikago-bk.""}"
"cibuti-buyukelciligi-bize-yazin-acil-durum-https-cibuti-be-mfa-gov-tr-mission-contact","TÜRKİYE CUMHURİYETİ","DJ","Cibuti","cibuti","Cibuti Büyükelçiliği Bize yazın Acil Durum","cibuti buyukelciligi bize yazin acil durum","embassy",,"T.C. Cibuti Büyükelçiliği Duplex Grandstanding No:1 Situe 353-1 Haramous Djibouti/Republique de Djibouti E-posta ambassade.djibouti@mfa.gov.tr Telefon +253 21 35 12 90 Nöbetçi / Acil Durum Telefonu +253 77 44 72 41","[]","[]","[""+253 21 35 12 92""]","[""+253 77 44 72 41""]","https://cibuti-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,"ÇALIŞMA SAATLERİ KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH VISA FOTOĞRAF ALBÜMÜ","{}","KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH","65","50","active","official_source_scraped","215a8b35c7b15632bfc0d8fc9b443166bf14ec2e","https://cibuti-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:34:25.753Z","2026-06-02T08:34:25.753Z","{""directory_mission_id"":11083063,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150016,""directory_web_key"":""cibuti-be."",""normalized_city"":""cibuti"",""normalized_mission_name"":""cibuti buyukelciligi bize yazin acil durum"",""country_code_inferred"":""DJ"",""has_structured_working_hours"":false,""websites"":[],""detected_emails"":[""ambassade.djibouti@mfa.gov.tr""],""detected_phones"":[""+253 21 35 12 90"",""+253 77 44 72 41"",""+253 21 35 12 92""]}","{""misyonId"":11083063,""misyonAdi"":""Cibuti Büyükelçiliği"",""misyonAdiKisa"":""Cibuti BE"",""url"":""http://cibuti-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150016,""ulkeKod"":""DJI"",""ulkeAd"":""Cibuti"",""webKey"":""cibuti-be."",""supplemental_snapshots"":[{""source_url"":""https://cibuti-be.mfa.gov.tr/Mission/Contact"",""page_title"":""Cibuti Büyükelçiliği\n Bize yazın\n Acil Durum"",""body_text"":""TÜRKİYE CUMHURİYETİ\nCİBUTİ BÜYÜKELÇİLİĞİ\nBüyükelçilik\nBilgi Notları Konsolosluk İşlemleri İletişim\nTürkçe\nRandevu Al\nRandevu Sorgula\nRandevu İptali\nCibuti Büyükelçiliği\nBize yazın\nAcil Durum\nCibuti Büyükelçiliği\nT C Cibuti Büyükelçiliği Duplex Grandstanding No:1 Situe 353 1 Haramous Djibouti/Republique de Djibouti\n×\n+\n−\nLeaflet | © HGM Atlas\nTürkçe)\nPosta adresi\nT.C. Cibuti Büyükelçiliği Duplex Grandstanding No:1 Situe 353-1 Haramous Djibouti/Republique de Djibouti E-posta\nambassade.djibouti@mfa.gov.tr Telefon\n+253 21 35 12 90\nNöbetçi / Acil Durum Telefonu\n+253 77 44 72 41\nFaks\n+253 21 35 12 92\n: Cibuti Büyükelçiliği\n: Cibuti Büyükelçiliği\nAkredite ülkeler :\nCibuti\nErdal Sabri Ergen\nBüyükelçi\nBüyükelçinin Mesajı\nBüyükelçinin Özgeçmişi\nÇALIŞMA SAATLERİ\nKONSOLOSLUK ÇAĞRI MERKEZİ 7/24\nYABANCI DÜŞMANLIĞI BİLDİRİMİ\nGO TÜRKİYE\nHEALTH TÜRKİYE\nSTUDY IN TÜRKİYE\nTÜRKİYE'DE YATIRIM İMKANLARI\nTÜRKİYE TECH VISA\nFOTOĞRAF ALBÜMÜ""}]}"
"cidde-baskonsoloslugu-https-cidde-bk-mfa-gov-tr","Suudi Arabistan","SA","Cidde","cidde","Cidde Başkonsolosluğu","cidde baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://cidde-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","0d44cfdaa626e99aa087eedc48dc367b72305d3d","https://cidde-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.022Z","2026-06-02T08:31:22.022Z","{""directory_mission_id"":1100154,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150166,""directory_web_key"":""cidde-bk."",""normalized_city"":""cidde"",""normalized_mission_name"":""cidde baskonsoloslugu"",""country_code_inferred"":""SA"",""has_structured_working_hours"":false}","{""misyonId"":1100154,""misyonAdi"":""Cidde Başkonsolosluğu"",""misyonAdiKisa"":""Cidde BK"",""url"":""http://cidde-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150166,""ulkeKod"":""SAU"",""ulkeAd"":""Suudi Arabistan"",""webKey"":""cidde-bk.""}"
"dakar-buyukelciligi-https-dakar-be-mfa-gov-tr","Senegal","SE","Dakar","dakar","Dakar Büyükelçiliği","dakar buyukelciligi","embassy",,,"[]","[]","[]","[]","https://dakar-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","1b5f0e00a6e3561b4e6a36acab45b28cb6cb8358","https://dakar-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.017Z","2026-06-02T08:31:22.017Z","{""directory_mission_id"":1100102,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150147,""directory_web_key"":""dakar-be."",""normalized_city"":""dakar"",""normalized_mission_name"":""dakar buyukelciligi"",""country_code_inferred"":""SE"",""has_structured_working_hours"":false}","{""misyonId"":1100102,""misyonAdi"":""Dakar Büyükelçiliği"",""misyonAdiKisa"":""Dakar BE"",""url"":""http://dakar-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150147,""ulkeKod"":""SEN"",""ulkeAd"":""Senegal"",""webKey"":""dakar-be.""}"
"dakka-buyukelciligi-https-dakka-be-mfa-gov-tr","Bangladeş","BG","Dakka","dakka","Dakka Büyükelçiliği","dakka buyukelciligi","embassy",,,"[]","[]","[]","[]","https://dakka-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","a2f84ffe17448a8ebbf390bc4cb220faeab5c13e","https://dakka-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.021Z","2026-06-02T08:31:22.021Z","{""directory_mission_id"":1100146,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150163,""directory_web_key"":""dakka-be."",""normalized_city"":""dakka"",""normalized_mission_name"":""dakka buyukelciligi"",""country_code_inferred"":""BG"",""has_structured_working_hours"":false}","{""misyonId"":1100146,""misyonAdi"":""Dakka Büyükelçiliği"",""misyonAdiKisa"":""Dakka BE"",""url"":""http://dakka-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150163,""ulkeKod"":""BGD"",""ulkeAd"":""Bangladeş"",""webKey"":""dakka-be.""}"
"darusselam-buyukelciligi-https-darusselam-be-mfa-gov-tr","Tanzanya","TZ","Darüsselam","darusselam","Darüsselam Büyükelçiliği","darusselam buyukelciligi","embassy",,,"[]","[]","[]","[]","https://darusselam-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","91c2b1eab20535e434c7f3da880f1632ada946aa","https://darusselam-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.014Z","2026-06-02T08:31:22.014Z","{""directory_mission_id"":1100183,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150110,""directory_web_key"":""darusselam-be."",""normalized_city"":""darusselam"",""normalized_mission_name"":""darusselam buyukelciligi"",""country_code_inferred"":""TZ"",""has_structured_working_hours"":false}","{""misyonId"":1100183,""misyonAdi"":""Darüsselam Büyükelçiliği"",""misyonAdiKisa"":""Darüsselam BE"",""url"":""http://darusselam-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150110,""ulkeKod"":""TZA"",""ulkeAd"":""Tanzanya"",""webKey"":""darusselam-be.""}"
"deventer-baskonsoloslugu-https-deventer-bk-mfa-gov-tr","Hollanda","NL","Deventer","deventer","Deventer Başkonsolosluğu","deventer baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://deventer-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","0d3aa40e690abad5fe12030d162a1a765538877b","https://deventer-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.022Z","2026-06-02T08:31:22.022Z","{""directory_mission_id"":1100162,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150170,""directory_web_key"":""deventer-bk."",""normalized_city"":""deventer"",""normalized_mission_name"":""deventer baskonsoloslugu"",""country_code_inferred"":""NL"",""has_structured_working_hours"":false}","{""misyonId"":1100162,""misyonAdi"":""Deventer Başkonsolosluğu"",""misyonAdiKisa"":""Deventer BK"",""url"":""http://deventer-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150170,""ulkeKod"":""NLD"",""ulkeAd"":""Hollanda"",""webKey"":""deventer-bk.""}"
"doha-buyukelciligi-bize-yazin-acil-durum-https-doha-be-mfa-gov-tr-mission-contact","TÜRKİYE CUMHURİYETİ","QA","Doha","doha","Doha Büyükelçiliği Bize yazın Acil Durum","doha buyukelciligi bize yazin acil durum","embassy",,"Zone 66 Street 905 Building 149 Doha-Qatar P.O. Box: 1977","[]","[""embassy.doha@mfa.gov.tr"",""consulate.doha@mfa.gov.tr""]","[""+974 4495 1320""]","[""+974 3309 7769""]","https://doha-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/","Katar Akredite ülkeler : Katar","ÇALIŞMA SAATLERİ KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH VISA FOTOĞRAF ALBÜMÜ","{}","KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH","83","78","active","official_source_scraped","0c96d67cbcb705528b810733fdec12e513b9eeb7","https://doha-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:40:28.831Z","2026-06-02T08:40:28.831Z","{""directory_mission_id"":1100033,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150053,""directory_web_key"":""doha-be."",""normalized_city"":""doha"",""normalized_mission_name"":""doha buyukelciligi bize yazin acil durum"",""country_code_inferred"":""QA"",""has_structured_working_hours"":false,""websites"":[],""detected_emails"":[""embassy.doha@mfa.gov.tr"",""consulate.doha@mfa.gov.tr""],""detected_phones"":[""+974 4495 1300"",""+974 3309 7769"",""+974 4495 1320""]}","{""misyonId"":1100033,""misyonAdi"":""Doha Büyükelçiliği"",""misyonAdiKisa"":""Doha BE"",""url"":""http://doha-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150053,""ulkeKod"":""QAT"",""ulkeAd"":""Katar"",""webKey"":""doha-be."",""supplemental_snapshots"":[{""source_url"":""https://doha-be.mfa.gov.tr/Mission/Contact"",""page_title"":""Doha Büyükelçiliği\n Bize yazın\n Acil Durum"",""body_text"":""TÜRKİYE CUMHURİYETİ\nDOHA BÜYÜKELÇİLİĞİ\nBüyükelçilik\nBilgi Notları Konsolosluk İşlemleri İletişim\nTürkçe\nRandevu Al\nRandevu Sorgula\nRandevu İptali\nDoha Büyükelçiliği\nBize yazın\nAcil Durum\nDoha Büyükelçiliği\nZone 66 Street 905 Building 149 Doha QatarP O Box: 1977\n×\n+\n−\nLeaflet | © HGM Atlas\nKonsolosluk İşlemleri 08:00 - 14:00 Tasdik İşlemleri 08:00 - 12:00)\nPosta adresi\nZone 66\nStreet 905\nBuilding 149 Doha-Qatar\nP.O. Box: 1977\nE-posta\nembassy.doha@mfa.gov.tr Telefon\n+974 4495 1300\nAcil Telefon Numarası (Mesai Saatleri Dışında Sadece Acil Durumlar İçin): +974 3309 7769\nKonsolosluk Konuları için consulate.doha@mfa.gov.tr adresine e-posta gönderebilirsiniz.\nNöbetçi / Acil Durum Telefonu\n+974 3309 7769\nFaks\n+974 4495 1320\n: Doha Büyükelçiliği\n: Doha Büyükelçiliği\nGörev Bölgesi :\nKatar\nAkredite ülkeler :\nKatar\nBağlı Birimler\nAskeri Ataşelik\nEğitim Müşavirliği\nTicaret Müşavirliği\nDr. M. Mustafa Göksu\nBüyükelçi\nBüyükelçinin Mesajı\nBüyükelçinin Özgeçmişi\nÇALIŞMA SAATLERİ\nKONSOLOSLUK ÇAĞRI MERKEZİ 7/24\nYABANCI DÜŞMANLIĞI BİLDİRİMİ\nGO TÜRKİYE\nHEALTH TÜRKİYE\nSTUDY IN TÜRKİYE\nTÜRKİYE'DE YATIRIM İMKANLARI\nTÜRKİYE TECH VISA\nFOTOĞRAF ALBÜMÜ""}]}"
"dubai-baskonsoloslugu-bize-yazin-acil-durum-https-dubai-bk-mfa-gov-tr-mission-contact","Birleşik Arap Emirlikleri","AR","Dubai","dubai","Dubai Başkonsolosluğu Bize yazın Acil Durum","dubai baskonsoloslugu bize yazin acil durum","consulate_general","abu-dabi-buyukelciligi-bize-yazin-acil-durum-https-abudhabi-be-mfa-gov-tr-mission-contact","Dubai World Trade Center Building, Sheikh Zayed Road, 29th Floor P.O.Box:9221 E-posta consulate.dubai@mfa.gov.tr Telefon +971 4 376 06 00 Nöbetçi / Acil Durum Telefonu +971 50 459 8229","[]","[]","[""+971 4 331 73 17""]","[""+971 50 459 8229""]","https://dubai-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/","Dubai, Ajman, Fujairah, Ras Al Khaimah, Sharjah, Umm Al Quwain","ÇALIŞMA SAATLERİ KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH VISA FOTOĞRAF ALBÜMÜ","{}","KONSOLOSLUK ÇAĞRI MERKEZİ 7/24 YABANCI DÜŞMANLIĞI BİLDİRİMİ GO TÜRKİYE HEALTH TÜRKİYE STUDY IN TÜRKİYE TÜRKİYE'DE YATIRIM İMKANLARI TÜRKİYE TECH","71","60","active","official_source_scraped","a5033cfdbcaa8a46b9d4858ea1cfe6da45caacf0","https://dubai-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:32:52.418Z","2026-06-02T08:32:52.418Z","{""directory_mission_id"":1100005,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150008,""directory_web_key"":""dubai-bk."",""normalized_city"":""dubai"",""normalized_mission_name"":""dubai baskonsoloslugu bize yazin acil durum"",""country_code_inferred"":""AR"",""has_structured_working_hours"":false,""websites"":[],""detected_emails"":[""consulate.dubai@mfa.gov.tr""],""detected_phones"":[""+971 4 376 06 00"",""+971 50 459 8229"",""+971 4 331 73 17""]}","{""misyonId"":1100005,""misyonAdi"":""Dubai Başkonsolosluğu"",""misyonAdiKisa"":""Dubai BK"",""url"":""http://dubai-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150008,""ulkeKod"":""ARE"",""ulkeAd"":""Birleşik Arap Emirlikleri"",""webKey"":""dubai-bk."",""supplemental_snapshots"":[{""parent_source_url"":""https://abudhabi-be.mfa.gov.tr/Mission/Contact"",""discovered_from_link_text"":""Dubai Başkonsolosluğu""},{""source_url"":""https://dubai-bk.mfa.gov.tr/Mission/Contact"",""page_title"":""Dubai Başkonsolosluğu\n Bize yazın\n Acil Durum"",""body_text"":""TÜRKİYE CUMHURİYETİ\nDUBAİ BAŞKONSOLOSLUĞU\nBaşkonsolosluk\nBilgi Notları Konsolosluk İşlemleri İletişim\nTürkçe\nRandevu Al\nRandevu Sorgula\nRandevu İptali\nDubai Başkonsolosluğu\nBize yazın\nAcil Durum\nDubai Başkonsolosluğu\nDubai World Trade Center Building Sheikh Zayed Road 29th Floor P O Box:9221\n×\n+\n−\nLeaflet | © HGM Atlas\nRandevusuz başvuru kabul edilmemektedir. Randevulara vaktinde gelinmesi, Başkonsolosluk girişinde ve içinde bulunan vatandaş sayısını sınırlandırabilmemiz ve böylece vatandaşlarımızın sağlığını koruyabilmemiz bakımından önemlidir. Pasaport ve T.C. Kimlik teslimleri için randevu alınması gerekmektedir.Tasdik edilecek belgeler girişte teslim edilecek, ertesi gün tasdik olmuş şekilde geri alınabilecektir.)\nPosta adresi\nDubai World Trade Center Building, Sheikh Zayed Road, 29th Floor P.O.Box:9221 E-posta\nconsulate.dubai@mfa.gov.tr Telefon\n+971 4 376 06 00\nNöbetçi / Acil Durum Telefonu\n+971 50 459 8229\nFaks\n+971 4 331 73 17\n: Dubai Başkonsolosluğu\n: Dubai Başkonsolosluğu\nGörev Bölgesi :\nDubai, Ajman, Fujairah, Ras Al Khaimah, Sharjah, Umm Al Quwain\nBağlı Birimler\nHazine ve Maliye Ataşeliği\nKültür ve Tanıtma Ataşeliği\nTicaret Ataşeliği\nOnur Şaylan\nBaşkonsolos\nBaşkonsolosun Mesajı\nBaşkonsolosun Özgeçmişi\nÇALIŞMA SAATLERİ\nKONSOLOSLUK ÇAĞRI MERKEZİ 7/24\nYABANCI DÜŞMANLIĞI BİLDİRİMİ\nGO TÜRKİYE\nHEALTH TÜRKİYE\nSTUDY IN TÜRKİYE\nTÜRKİYE'DE YATIRIM İMKANLARI\nTÜRKİYE TECH VISA\nFOTOĞRAF ALBÜMÜ""}]}"
"dusanbe-buyukelciligi-https-dusanbe-be-mfa-gov-tr","Tacikistan","TJ","Duşanbe","dusanbe","Duşanbe Büyükelçiliği","dusanbe buyukelciligi","embassy",,,"[]","[]","[]","[]","https://dusanbe-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","02187e6a537dad0127c0c2e5eb46769c07e46e0e","https://dusanbe-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.014Z","2026-06-02T08:31:22.014Z","{""directory_mission_id"":1100061,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150109,""directory_web_key"":""dusanbe-be."",""normalized_city"":""dusanbe"",""normalized_mission_name"":""dusanbe buyukelciligi"",""country_code_inferred"":""TJ"",""has_structured_working_hours"":false}","{""misyonId"":1100061,""misyonAdi"":""Duşanbe Büyükelçiliği"",""misyonAdiKisa"":""Duşanbe BE"",""url"":""http://dusanbe-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150109,""ulkeKod"":""TJK"",""ulkeAd"":""Tacikistan"",""webKey"":""dusanbe-be.""}"
"dusseldorf-baskonsoloslugu-https-dusseldorf-bk-mfa-gov-tr","Almanya","DE","Düsseldorf","dusseldorf","Düsseldorf Başkonsolosluğu","dusseldorf baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://dusseldorf-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","2404ff25bcb80bda2c892f2d14508eac999a1b9d","https://dusseldorf-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.019Z","2026-06-02T08:31:22.019Z","{""directory_mission_id"":1100129,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150159,""directory_web_key"":""dusseldorf-bk."",""normalized_city"":""dusseldorf"",""normalized_mission_name"":""dusseldorf baskonsoloslugu"",""country_code_inferred"":""DE"",""has_structured_working_hours"":false}","{""misyonId"":1100129,""misyonAdi"":""Düsseldorf Başkonsolosluğu"",""misyonAdiKisa"":""Düsseldorf BK"",""url"":""http://dusseldorf-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150159,""ulkeKod"":""DEU"",""ulkeAd"":""Almanya"",""webKey"":""dusseldorf-bk.""}"
"edinburgh-baskonsoloslugu-https-edinburg-bk-mfa-gov-tr","Büyük Britanya ve Kuzey İrlanda Birleşik Krallığı","GB","Edinburgh","edinburgh","Edinburgh Başkonsolosluğu","edinburgh baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://edinburg-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","d4e9b87e739222d111f310c2ba6f69e17ba91952","https://edinburg-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.022Z","2026-06-02T08:31:22.022Z","{""directory_mission_id"":11083093,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150167,""directory_web_key"":""edinburg-bk."",""normalized_city"":""edinburgh"",""normalized_mission_name"":""edinburgh baskonsoloslugu"",""country_code_inferred"":""GB"",""has_structured_working_hours"":false}","{""misyonId"":11083093,""misyonAdi"":""Edinburgh Başkonsolosluğu"",""misyonAdiKisa"":""Edinburgh BK"",""url"":""http://edinburg-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150167,""ulkeKod"":""GBR"",""ulkeAd"":""Büyük Britanya ve Kuzey İrlanda Birleşik Krallığı"",""webKey"":""edinburg-bk.""}"
"encemine-buyukelciligi-https-encemine-be-mfa-gov-tr","Çad","TC","Encemine","encemine","Encemine Büyükelçiliği","encemine buyukelciligi","embassy",,,"[]","[]","[]","[]","https://encemine-be.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","c6f7081ab3371c514fd752cf69bf46b80bc707d2","https://encemine-be.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.004Z","2026-06-02T08:31:22.004Z","{""directory_mission_id"":1100184,""directory_mission_type_label"":""Büyükelçilik"",""directory_country_id"":150017,""directory_web_key"":""encemine-be."",""normalized_city"":""encemine"",""normalized_mission_name"":""encemine buyukelciligi"",""country_code_inferred"":""TC"",""has_structured_working_hours"":false}","{""misyonId"":1100184,""misyonAdi"":""Encemine Büyükelçiliği"",""misyonAdiKisa"":""Encemine BE"",""url"":""http://encemine-be.mfa.gov.tr/"",""misyonTurId"":30001,""misyonTurAdi"":""Büyükelçilik"",""ulkeId"":150017,""ulkeKod"":""TCD"",""ulkeAd"":""Çad"",""webKey"":""encemine-be.""}"
"erbil-baskonsoloslugu-https-erbil-bk-mfa-gov-tr","Irak","IR","Erbil","erbil","Erbil Başkonsolosluğu","erbil baskonsoloslugu","consulate_general",,,"[]","[]","[]","[]","https://erbil-bk.mfa.gov.tr","https://www.konsolosluk.gov.tr/",,,"{}",,"28","14","needs_review","official_directory_seed","cfe264098f49a9c67396eef71431d07ec75ff922","https://erbil-bk.mfa.gov.tr/Mission/Contact","2026-06-02T08:31:22.021Z","2026-06-02T08:31:22.021Z","{""directory_mission_id"":1100766,""directory_mission_type_label"":""Başkonsolosluk"",""directory_country_id"":150162,""directory_web_key"":""erbil-bk."",""normalized_city"":""erbil"",""normalized_mission_name"":""erbil baskonsoloslugu"",""country_code_inferred"":""IR"",""has_structured_working_hours"":false}","{""misyonId"":1100766,""misyonAdi"":""Erbil Başkonsolosluğu"",""misyonAdiKisa"":""Erbil BK"",""url"":""http://erbil-bk.mfa.gov.tr/"",""misyonTurId"":30002,""misyonTurAdi"":""Başkonsolosluk"",""ulkeId"":150162,""ulkeKod"":""IRQ"",""ulkeAd"":""Irak"",""webKey"":""erbil-bk.""}"
